USERID,ITEMID,RATING,LATITUDE,LONGITUDE
8497,h:7,1,37.793202,-122.392985
6682,h:362,1,35.636424,-120.542684
17391,h:10444,1,36.321311,-82.36023
5260,h:428,1,39.763166,-77.277102
13788,h:768,1,39.766549,-86.165017
11484,h:451,1,32.970009,-97.405514
11641,h:528,1,42.344213,-71.101938
3250,h:642,1,39.094223,-94.582345
18068,h:1383,1,40.776271,-74.010289
16296,h:86,1,36.113809,-115.162983
5118,h:451,1,30.237936,-96.582012
9053,h:162,1,40.75844,-73.970443
1649,h:2094,1,37.392424,-122.072924
1649,h:3317,1,37.328827,-122.005408
9754,h:1233,1,39.951961,-75.168765
14054,h:10231,1,45.035324,-93.157964
14477,h:1209,1,33.282833,-111.790881
3780,h:15684,1,41.106561,-74.035102
6586,h:7293,1,36.472002,-82.485765
1649,h:3317,1,37.322997,-122.019651
9990,h:8201,1,43.079096,-77.597033
1471,h:890,1,40.636002,-73.991229
13257,h:5072,1,-22.903539,-43.209587
15971,h:3452,1,45.465607,9.231156
14275,h:3450,1,45.484888,9.202782
5956,h:264,1,41.979158,-87.909051
13194,h:97,1,40.734073,-73.989081
1174,h:876,1,41.887357,-87.619889
10226,h:843,1,47.445247,-122.303941
591,h:359,1,49.280804,-123.120698
7208,h:526,1,38.912418,-77.037288
11677,h:5038,1,52.952807,-1.125062
2738,h:4048,1,41.958833,-88.002568
5532,h:28,1,37.691173,-121.773067
16481,h:139,1,40.768094,-73.978286
8663,h:603,1,37.778517,-122.390056
16237,h:6056,1,51.509472,-0.07695
8092,h:7349,1,-7.734944,110.391634
9302,h:1542,1,1.475586,124.837757
8340,h:1269,1,51.505078,-0.090069
15966,h:58,1,34.0792,-118.361
12652,h:2976,1,39.729678,-84.411678
17916,h:42955,1,30.053774,-95.469654
15329,h:162,1,40.758282,-73.979037
3366,h:14,1,37.067688,-121.632513
3527,h:20,1,37.777893,-122.398032
7330,h:1146,1,38.002972,-122.544582
9965,h:2068,1,33.585367,-85.896314
4495,h:257,1,40.742475,-73.980491
13482,h:3194,1,40.438438,-3.690426
4209,h:5072,1,-22.981005,-43.19941
17217,h:672,1,40.013424,-105.277068
11223,h:10781,1,55.750836,-4.229442
16200,h:675,1,39.731029,-104.982067
7804,h:35417,1,53.170889,6.866744
10628,h:260,1,34.265679,-83.934582
11559,h:257,1,40.739198,-73.98193
17576,h:51,1,32.768291,-117.165772
7258,h:10158,1,-3.697048,128.188294
3698,h:12666,1,33.789253,-118.212593
631,h:946,1,49.016578,-123.113481
10710,h:887,1,40.611843,-73.982785
14147,h:2428,1,37.385411,-122.030978
590,h:3894,1,30.285929,-81.54957
10798,h:38429,1,45.822265,1.272757
11311,h:2815,1,40.732033,-74.27207
1279,h:2735,1,-3.778071,103.560362
2784,h:640,1,38.8948,-77.0021
2540,h:18128,1,40.601838,22.956059
2360,h:3122,1,32.868085,-96.748307
2375,h:1847,1,-6.888893,107.595935
3432,h:800,1,47.617957,-122.320871
16264,h:97,1,40.728419,-73.999146
6342,h:6585,1,33.917791,-117.880764
14944,h:43,1,32.936475,-117.235413
4460,h:3975,1,30.401492,-97.715878
13386,h:10786,1,50.815786,4.383236
3448,h:25576,1,40.742811,-74.000322
4073,h:3396,1,44.20582,-69.061609
5423,h:1885,1,28.476438,-81.449185
11103,h:1638,1,42.6858,-70.7669
2116,h:1224,1,40.684631,-73.984275
12914,h:7666,1,48.869033,2.363067
11458,h:12463,1,29.781709,-95.390978
764,h:10633,1,56.125237,47.251723
8864,h:28813,1,-6.922499,107.661598
5702,h:15251,1,34.26509,-118.52657
441,h:5078,1,41.016447,-72.188867
12513,h:2376,1,42.084511,-87.800745
3342,h:17031,1,29.834812,-95.45905
8448,h:17966,1,35.067341,-80.85714
10378,h:156,1,40.7419,-74.0047
12730,h:40185,1,44.103273,4.076614
6093,h:8002,1,40.698959,-111.955639
15283,h:27419,1,-8.561147,116.103316
15348,h:87,1,36.103128,-115.122586
8320,h:147,1,40.7232,-73.9984
341,h:884,1,40.677286,-73.972388
2462,h:264,1,41.977837,-87.903843
6760,h:768,1,40.222972,-85.436109
4390,h:141,1,40.725598,-73.985697
6792,h:4620,1,39.940664,-75.149915
10155,h:158,1,40.736527,-73.99056
14520,h:2705,1,40.7196,-73.9973
9097,h:3545,1,41.181809,-81.412599
4614,h:29,1,37.782799,-122.393918
13331,h:14478,1,47.177857,8.589077
4529,h:156,1,40.742623,-74.007436
523,h:630,1,33.639776,-84.436283
5768,h:698,1,39.720604,-89.643046
16440,h:1152,1,38.62256,-90.19299
2374,h:21384,1,-6.706203,111.34203
5597,h:2139,1,33.790103,-84.425062
256,h:283,1,33.4662,-111.922
14731,h:9528,1,37.381804,-5.998069
2116,h:4900,1,57.706102,11.972238
12167,h:1482,1,37.361216,-121.905432
3943,h:21870,1,40.706267,-73.816817
11960,h:833,1,47.615045,-122.334673
6705,h:388,1,30.268198,-97.75186
13955,h:31634,1,46.949064,7.449911
483,h:7523,1,45.653979,13.786233
10109,h:141,1,40.726472,-73.984625
5746,h:720,1,32.897606,-97.04052
308,h:1885,1,28.472011,-81.468987
802,h:10887,1,41.674586,-88.401652
1958,h:6164,1,36.222573,-115.181934
15005,h:20283,1,44.103324,-69.10911
8289,h:10716,1,52.355438,4.995033
13643,h:88,1,40.727163,-74.006075
642,h:9549,1,55.918267,37.779293
3511,h:3347,1,40.5756,-73.9824
7770,h:9693,1,34.082943,-118.322411
12836,h:1060,1,37.831877,-122.263376
7720,h:6472,1,42.911898,-85.555609
6825,h:20387,1,32.761839,-117.155361
6723,h:2610,1,-8.675106,115.160643
6738,h:264,1,41.975735,-87.904873
11292,h:31817,1,-0.883042,100.349498
10437,h:3417,1,42.334813,-83.049541
94,h:391,1,37.419483,-122.094413
4137,h:3135,1,49.248387,-122.937985
5813,h:3508,1,21.303084,-157.851158
3725,h:7,1,37.789937,-122.389788
5799,h:477,1,40.73173,-73.977857
3250,h:646,1,39.097991,-94.58328
14910,h:14455,1,47.382086,8.529457
12690,h:4627,1,42.048803,-88.038408
13146,h:20607,1,29.55155,-81.222305
2321,h:17442,1,39.947352,-75.139832
9279,h:161,1,40.756847,-73.845849
7251,h:1048,1,40.887125,-74.25818
14773,h:9440,1,40.733308,-73.99013
13788,h:773,1,39.912227,-86.183077
15080,h:165,1,40.757925,-73.986441
7462,h:445,1,40.764328,-73.996015
5080,h:954,1,28.568311,-81.206405
9366,h:6627,1,27.941508,-82.484547
963,h:14,1,36.848919,-119.729866
17385,h:4153,1,36.063698,-95.859375
13585,h:387,1,-6.923701,107.673086
5180,h:9740,1,40.004598,-75.300884
260,h:1839,1,-0.475432,117.147002
17645,h:2598,1,-7.768931,110.413585
14800,h:493,1,40.7374,-74.008
8287,h:33544,1,40.754696,-73.983704
17392,h:2228,1,38.892245,-77.185948
8230,h:5615,1,45.498813,9.196621
11637,h:8008,1,39.017455,-77.208164
12348,h:518,1,39.84993,-104.673786
13665,h:3417,1,42.338753,-83.048487
11960,h:786,1,47.610741,-122.338703
882,h:4502,1,53.758784,-0.268307
120,h:165,1,40.759318,-73.985066
9904,h:154,1,37.447972,-122.166138
15789,h:1269,1,51.515791,-0.176896
16777,h:2442,1,37.794932,-122.263112
1286,h:48,1,37.769453,-122.451275
14511,h:391,1,37.421973,-122.085502
10260,h:38181,1,42.819364,-83.380791
11688,h:525,1,38.8993,-77.0219
4698,h:24199,1,-20.446267,-54.639191
15643,h:628,1,39.87464,-75.238809
8502,h:1609,1,40.714672,-74.013666
293,h:1304,1,41.385103,2.156889
603,h:9142,1,34.15516,-118.255463
15671,h:2361,1,35.323166,-80.770449
12271,h:9505,1,1.493974,103.766053
13248,h:11806,1,41.458222,-81.779349
17268,h:29483,1,44.591621,10.700745
3244,h:581,1,40.667518,-73.057452
16831,h:4620,1,39.933627,-75.150155
12606,h:86,1,36.135552,-115.155073
992,h:6619,1,33.847675,-84.360006
483,h:7523,1,45.654053,13.786583
15760,h:528,1,42.346326,-71.10575
13049,h:451,1,29.78031,-98.737073
17310,h:3439,1,29.426084,-98.497276
204,h:144,1,40.691263,-73.97923
8394,h:1075,1,40.704196,-73.990474
17247,h:250,1,30.409257,-97.752061
17034,h:4970,1,-7.065858,110.423254
13949,h:60,1,37.798086,-122.405383
5983,h:512,1,38.853344,-77.043536
12927,h:4641,1,33.981352,-117.373277
12885,h:8279,1,42.747031,-71.45962
12784,h:87,1,36.038744,-115.132088
16777,h:29,1,37.785644,-122.399638
8382,h:4754,1,40.865536,-73.827365
2576,h:12365,1,43.848627,-87.736959
5622,h:3451,1,45.500087,9.24382
2430,h:21607,1,38.991783,-84.651771
7170,h:235,1,33.488296,-112.019363
15326,h:1623,1,39.961597,-75.140853
2885,h:23516,1,37.556333,-121.952228
9592,h:4192,1,36.81824,-119.894473
14477,h:30126,1,33.299821,-112.0353
3041,h:24162,1,35.219157,-80.812184
6973,h:12709,1,29.564444,-98.325833
5917,h:2224,1,39.084009,-77.149719
4906,h:2330,1,33.764461,-118.195535
8157,h:9640,1,34.269281,-118.694132
9484,h:37433,1,38.943118,-84.544109
12063,h:768,1,41.586247,-87.110467
12342,h:87,1,36.085367,-115.150065
8395,h:36196,1,30.926376,-88.587197
13629,h:1567,1,43.0202,-88.1947
12390,h:8375,1,-6.880084,107.585299
4439,h:2467,1,37.872269,-122.273304
14473,h:2133,1,33.788776,-84.405259
8191,h:2615,1,-6.221615,106.798082
14307,h:531,1,38.904772,-77.019649
9262,h:1375,1,40.842734,-73.880099
9183,h:149,1,40.726857,-73.991735
9889,h:303,1,33.634251,-112.23553
922,h:12085,1,35.222601,-94.274001
12493,h:4890,1,52.529537,13.399646
308,h:5376,1,36.916593,-121.775351
16805,h:42456,1,44.7508,-93.288
10969,h:729,1,34.04527,-118.264972
11531,h:1581,1,42.937068,-87.954834
13535,h:40724,1,45.186843,-93.875288
16994,h:1777,1,40.741161,-74.005467
14794,h:261,1,33.943894,-118.405023
11604,h:5013,1,40.440842,-80.003726
8058,h:32626,1,44.331937,10.832981
15505,h:2584,1,39.712834,-75.67576
6295,h:6011,1,48.121789,11.577121
2020,h:7676,1,44.990144,-93.280451
12191,h:242,1,33.462367,-112.068955
7254,h:10951,1,-6.937702,107.761855
16200,h:667,1,39.7594,-104.985
3672,h:156,1,40.750541,-73.993478
9006,h:9209,1,34.041627,-118.267053
15772,h:32155,1,43.155074,-78.680692
12249,h:954,1,30.184587,-85.81953
11787,h:37,1,32.732509,-117.198715
17802,h:865,1,40.758054,-73.99278
15129,h:954,1,28.687978,-81.369119
9706,h:13609,1,46.077992,-118.311278
18094,h:6226,1,40.695143,-74.111931
503,h:424,1,38.887573,-77.009028
5055,h:445,1,40.762866,-73.987572
9346,h:5046,1,52.499803,-1.851704
12471,h:1382,1,40.747926,-74.031507
4724,h:2950,1,42.562263,-83.183863
15589,h:1074,1,40.689363,-73.992548
3500,h:3450,1,45.482349,9.186196
15387,h:257,1,40.743645,-73.973163
15111,h:445,1,40.761562,-73.994058
2186,h:20,1,37.775561,-122.397555
9450,h:16,1,37.743869,-122.425018
8554,h:870,1,36.053959,-115.175834
15694,h:9693,1,34.074107,-118.337999
15332,h:10693,1,33.89891,-84.491472
12252,h:11,1,37.762161,-122.413927
1154,h:1873,1,44.656392,-84.74309
4531,h:89,1,40.736169,-74.005623
6270,h:6216,1,35.875768,-78.791285
9581,h:7304,1,39.290832,-76.528244
9965,h:21474,1,33.608944,-85.824951
13795,h:165,1,40.759318,-73.985066
13849,h:507,1,34.098472,-118.365001
16788,h:865,1,40.751451,-73.98659
18068,h:165,1,40.756432,-73.987185
4291,h:12430,1,34.012149,-117.859121
2056,h:338,1,34.053797,-118.464847
2741,h:1638,1,42.472057,-71.210176
16810,h:2882,1,43.662483,-79.379313
12606,h:86,1,36.142498,-115.160649
10115,h:7102,1,21.425261,-157.996921
1972,h:4663,1,-6.177494,106.981486
8159,h:7986,1,52.517165,13.40611
6550,h:439,1,40.716631,-74.04857
6546,h:87,1,36.117753,-115.103355
15085,h:11382,1,39.955807,-75.19839
10736,h:20200,1,44.903387,-93.566346
17839,h:1316,1,51.55522,-0.154843
4768,h:156,1,40.74911,-73.988457
1316,h:165,1,40.758408,-73.981826
14904,h:992,1,37.548944,-122.310677
18071,h:14,1,37.366625,-121.926304
9316,h:679,1,39.57214,-104.87419
11065,h:7170,1,45.664533,12.252733
16439,h:21868,1,40.742315,-73.99189
2360,h:3122,1,32.868269,-96.748199
15857,h:6654,1,38.941859,-77.061678
11053,h:1177,1,38.993048,-76.381304
441,h:88,1,40.7246,-73.9988
1284,h:7919,1,33.83663,-84.336463
14818,h:1269,1,51.509983,-0.13443
6919,h:2207,1,44.478173,-73.211675
8113,h:9451,1,34.085993,-117.724809
15354,h:1651,1,40.517602,-74.42306
14317,h:5905,1,40.764433,-111.873946
16632,h:2512,1,39.959228,-75.169272
17535,h:44,1,32.738952,-117.142496
10891,h:1609,1,40.710667,-74.015896
3747,h:6285,1,40.899908,-73.988059
12177,h:156,1,40.744289,-73.995871
5162,h:4030,1,34.112512,-118.336029
12175,h:2758,1,40.951277,17.298129
